AOI COVERAGE REPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Program Name:, PH_PH95235939_J_BOT_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Program Generated:, Date: 2023 12 13 Time: 14:32:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Components Detail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trained,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untrained,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Components,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trained But Skipped,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UnTrained But Skipped,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Skipped Components,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage (Excluded Skip Component),100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RefDes, Part Number, Type, Z-Height, Presence Mode, Locator Image Plane, Presence Threshold, Hor Threshold, Ver threshold, Skew threshold,  Billboard, Flipped, Bridging, Joints, Side Fillets, Lead Ringer, Tweeze, OCR, OCV, OCI, VPOD, CPM, LiftedLead, Coplan, Damaged, Polarity, TombStone, Foreign Material, Custom Inspection, AWC Inspection, 3D Geometry Measure, Through Hole Tech, Alternates, Comment, Gap Detector, Periodic Check
2:c25,PH15186021,c0805-sh,---,3D Mode,3D Only,60,180,180,7,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c67,PH15186021,c0805-sh,---,3D Mode,3D Only,60,180,180,7,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c87,PH15186021,c0805-sh,---,3D Mode,3D Only,60,180,180,7,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c103,PH15186021,c0805-sh,---,3D Mode,3D Only,60,180,180,7,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c128,PH15186021,c0805-sh,---,3D Mode,3D Only,60,180,180,7,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c66,PH15186021,c0805-sh,---,3D Mode,3D Only,60,180,180,7,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c92,PH15186021,c0805-sh,---,3D Mode,3D Only,60,180,180,7,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c75,PH15186021,c0805-sh,---,3D Mode,3D Only,60,180,180,7,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c104,PH15186021,c0805-sh,---,3D Mode,3D Only,60,180,180,7,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c65,PH15186021,c0805-sh,---,3D Mode,3D Only,60,180,180,7,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c89,PH15186021,c0805-sh,---,3D Mode,3D Only,60,180,180,7,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c69,PH15186021,c0805-sh,---,3D Mode,3D Only,60,180,180,7,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c64,PH15186021,c0805-sh,---,3D Mode,3D Only,60,180,180,7,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c63,PH15186021,c0805-sh,---,3D Mode,3D Only,60,180,180,7,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c129,PH15186021,c0805-sh,---,3D Mode,3D Only,60,180,180,7,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c96,PH15237919,c0805_3d,---,3D Mode,3D Only,70,150,150,5,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c133,PH15237919,c0805_3d,---,3D Mode,3D Only,70,150,150,5,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c96,PH15237919,c0805_3d,---,3D Mode,3D Only,70,150,150,5,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c133,PH15237919,c0805_3d,---,3D Mode,3D Only,70,150,150,5,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c11,PH15138248,cph15138248,---,3D Mode,3D Only,60,150,150,5,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c11,PH15138248,cph15138248,---,3D Mode,3D Only,60,150,150,5,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c17,PH15161803,cph15161803,---,3D Mode,3D Only,60,100,100,5,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c18,PH15161803,cph15161803,---,3D Mode,3D Only,60,100,100,5,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c17,PH15161803,cph15161803,---,3D Mode,3D Only,60,100,100,5,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c18,PH15161803,cph15161803,---,3D Mode,3D Only,60,100,100,5,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c110,PH15161816,cph15161816,---,3D Mode,3D Only,60,100,100,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c110,PH15161816,cph15161816,---,3D Mode,3D Only,60,100,100,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c118,PH15169803,cph15169803,---,3D Mode,3D Only,60,150,120,6,On,---,---,On,Off,---,---,---,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c119,PH15169803,cph15169803,---,3D Mode,3D Only,60,150,120,6,On,---,---,On,Off,---,---,---,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c118,PH15169803,cph15169803,---,3D Mode,3D Only,60,150,120,6,On,---,---,On,Off,---,---,---,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c119,PH15169803,cph15169803,---,3D Mode,3D Only,60,150,120,6,On,---,---,On,Off,---,---,---,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c12,PH15189221,cph15189221,---,3D Mode,3D Only,60,120,120,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c14,PH15189221,cph15189221,---,3D Mode,3D Only,60,120,120,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c13,PH15189221,cph15189221,---,3D Mode,3D Only,60,120,120,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c12,PH15189221,cph15189221,---,3D Mode,3D Only,60,120,120,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c14,PH15189221,cph15189221,---,3D Mode,3D Only,60,120,120,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c13,PH15189221,cph15189221,---,3D Mode,3D Only,60,120,120,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c109,PH15191481,cph15191481,---,3D Mode,3D Only,60,150,100,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c10,PH15191481,cph15191481,---,3D Mode,3D Only,60,150,100,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c109,PH15191481,cph15191481,---,3D Mode,3D Only,60,150,100,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c10,PH15191481,cph15191481,---,3D Mode,3D Only,60,150,100,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c26,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c106,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c138,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:ca7a,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:ca7b,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:ca7c,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:ca7d,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:ca8a,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:ca8b,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:ca8c,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:ca8d,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c30,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c105,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c28,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:ca6b,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:ca6d,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:ca6c,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:ca6a,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:ca5d,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:ca5c,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:ca5b,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:ca5a,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c1,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c2,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c3,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c29,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:ca4d,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:ca4c,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:ca4b,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:ca4a,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c9,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c131,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c4,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c20,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c5,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c8,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c6,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c7,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c26,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c106,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c138,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:ca7a,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:ca7b,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:ca7c,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:ca7d,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:ca8c,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:ca8d,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:ca8a,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:ca8b,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c30,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c105,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c28,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:ca6d,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:ca6c,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:ca6b,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:ca6a,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:ca5d,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:ca5c,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:ca5b,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:ca5a,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c1,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c2,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c3,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c29,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:ca4d,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:ca4c,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:ca4b,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:ca4a,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c9,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c131,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c4,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c20,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c5,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c8,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c6,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c7,PH15191482,cph15191482,---,3D Mode,3D Only,60,120,110,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c112,PH15206872,cph15206872,---,3D Mode,Auto 2D + 3D,60,222,184,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c114,PH15206872,cph15206872,---,3D Mode,Auto 2D + 3D,60,222,184,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c115,PH15206872,cph15206872,---,3D Mode,Auto 2D + 3D,60,222,184,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c113,PH15206872,cph15206872,---,3D Mode,Auto 2D + 3D,60,222,184,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c112,PH15206872,cph15206872,---,3D Mode,Auto 2D + 3D,60,222,184,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c114,PH15206872,cph15206872,---,3D Mode,Auto 2D + 3D,60,222,184,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c115,PH15206872,cph15206872,---,3D Mode,Auto 2D + 3D,60,222,184,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c113,PH15206872,cph15206872,---,3D Mode,Auto 2D + 3D,60,222,184,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c132,PH15212026,cph15212026,---,3D Mode,3D Only,60,100,100,7,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c132,PH15212026,cph15212026,---,3D Mode,3D Only,60,100,100,7,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c15,PH15217277,cph15217277,---,3D Mode,3D Only,60,130,120,7,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
2:c15,PH15217277,cph15217277,---,3D Mode,3D Only,60,130,120,7,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c40,PH15224380,cph15224380,---,3D Mode,3D Only,60,120,120,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c45,PH15224380,cph15224380,---,3D Mode,3D Only,60,120,120,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c24,PH15224380,cph15224380,---,3D Mode,3D Only,60,120,120,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:c100,PH15224380,cph15224380,---,3D Mode,3D Only,60,120,120,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:ca2c,PH15224380,cph15224380,---,3D Mode,3D Only,60,120,120,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
1:ca2d,PH15224380,cph15224380,---,3D Mode,3D Only,60,120,120,6,On,---,---,On,Off,---,---,Off,Off,---,---,---,---,On,On,Off,---,On,On,---,Off,---,Off,,---,Off
